FirstIndex	LastIndex	PatternSize	CopyNumber	Score
21642035	21642108	15	4,833333	53
21643296	21643369	31	2,454545	82
21643296	21643369	32	2,454545	86
21645070	21645204	69	1,956522	234
21652018	21652143	48	2,693877	143
21657536	21657711	88	2,011364	318
21658005	21658057	29	1,931034	67
21666719	21666772	3	18,000000	72
21668689	21668778	26	3,571429	91
21673962	21674260	152	1,980263	539
21676595	21676696	38	2,675000	116
21677142	21677192	20	2,619048	61
21680277	21680467	95	2,010526	364
21682151	21682235	43	1,976744	170
21682351	21682394	21	2,095238	88
21685964	21686028	3	21,200001	69
21686869	21686930	29	2,137931	70
21691816	21691850	12	2,916667	61
21691904	21691932	2	14,500000	58
21692064	21692102	21	1,904762	62
21692225	21692253	14	2,071429	58
21693912	21693965	25	2,320000	62
21696958	21697204	121	2,090909	407
21696958	21697250	120	2,488000	350
21699355	21699430	40	1,975000	104
21703656	21703690	13	2,642857	52
21705739	21705764	5	5,200000	52
21706747	21706779	17	1,941176	66
21710324	21710350	9	3,000000	54
21713880	21713989	21	5,000000	98
21713886	21714064	4	43,599998	146
21713890	21714013	17	7,388889	182
21729421	21729597	47	3,808511	241
21732265	21732342	18	4,333333	93
21732271	21732340	6	11,666667	95
21737615	21737673	15	3,875000	91
21743494	21743588	3	31,666666	190
21743784	21743853	3	23,333334	140
21743974	21744031	23	2,583333	66
21744527	21744652	64	1,968750	252
21746596	21746654	15	3,933333	64
21746596	21746654	30	1,966667	82
21750066	21750275	102	2,058824	339
21750066	21750331	102	2,594340	345
21750069	21750233	32	4,972222	159
21750108	21750331	35	6,500000	195
21754330	21754403	32	2,343750	87
21763652	21763693	22	2,000000	52
21766390	21766446	3	19,000000	114
21766453	21766506	21	2,714286	60
21767171	21767229	28	2,178571	77
21767660	21767705	20	2,400000	69
21767823	21767917	21	4,230769	82
21767858	21767916	28	2,178571	68
21767861	21767902	18	2,473684	54
21768323	21768387	31	2,096774	76
21768469	21768514	23	2,000000	65
21768507	21768577	27	2,714286	76
21768510	21768547	19	2,157895	55
21773605	21773649	17	2,647059	72
21773678	21773727	15	3,312500	57
21775017	21775063	18	2,611111	67
21779793	21779926	3	44,666668	250
21780047	21780108	25	2,518518	74
21780055	21780108	27	2,037037	83
21789428	21789481	25	2,240000	67
21800993	21801035	17	2,647059	54
21802141	21802201	30	2,100000	81
21806439	21806480	22	1,909091	75
21806487	21806621	48	2,816327	164
21812637	21812683	13	3,692308	78
21821907	21821984	31	2,531250	122
21824474	21824509	2	18,000000	72
21826332	21826378	23	2,173913	64
21828767	21828796	15	2,000000	51
21829055	21829080	13	2,000000	52
21832471	21832536	3	22,000000	132
21833495	21833588	29	3,085714	84
21833507	21833555	14	3,642857	57
21833522	21833555	9	3,888889	52
21835872	21836006	76	1,868421	185
21836038	21836080	9	4,800000	52
21836217	21836302	42	2,047619	136
21836217	21836320	42	2,476191	127
21836456	21836542	37	2,325000	138
21837843	21837890	18	2,666667	69
21838044	21838098	17	3,100000	58
21838044	21838113	36	2,027778	92
21838211	21838250	21	1,904762	71
21838266	21838355	28	3,428571	75
21838327	21838391	34	1,941176	87
21839156	21839248	44	2,113636	177
21839167	21839237	22	3,240000	58
21839189	21839215	11	2,454545	54
21839200	21839289	36	2,611111	107
21839231	21839284	19	3,000000	78
21839231	21839282	17	3,000000	70
21839644	21839703	27	2,296296	70
21840154	21840253	44	2,355556	109
21840161	21840210	26	1,923077	73
21840186	21840235	17	2,941176	64
21841464	21841541	39	2,000000	129
21841605	21841682	37	2,108108	129
21842191	21842241	3	16,750000	66
21842196	21842241	9	5,111111	74
21842417	21842445	2	14,500000	58
21844260	21844307	24	2,041667	71
21844265	21844305	20	2,100000	57
21848351	21848396	24	2,041667	62
21848986	21849029	21	2,142857	63
21848994	21849035	21	2,000000	57
21850494	21850576	33	2,514286	132
21851060	21851214	73	2,191781	185
21852506	21852531	2	13,000000	52
21860366	21860412	21	2,227273	67
21865832	21865967	64	2,171875	179
21868949	21869081	51	2,589286	135
21871633	21871709	21	3,727273	113
21871633	21871709	15	5,187500	113
21871633	21871701	3	23,000000	113
21876286	21876340	29	1,965517	78
21876538	21876699	86	1,953488	192
21876743	21876885	45	3,177778	205
21879172	21879234	24	2,625000	81
21879242	21879573	25	13,413794	326
21879503	21879561	27	2,222222	84
21885503	21885759	24	10,312500	207
21888030	21888264	66	3,605634	207
21888355	21888441	37	2,473684	103
21892130	21892342	64	3,333333	268
21895264	21895299	19	1,947368	56
21900416	21900673	148	1,858108	325
21905824	21905856	13	2,692308	52
21906476	21906532	29	2,103448	77
21907460	21907513	25	2,240000	67
21920436	21920476	18	2,277778	73
21920695	21920856	3	54,333332	308
21922126	21922199	27	2,724138	78
21923427	21923468	22	1,909091	75
21923730	21923779	25	2,120000	61
21931528	21931573	17	2,833333	53
21941933	21941989	9	6,444445	53
21941939	21942029	26	3,500000	92
21942068	21942143	34	2,323529	95
21948280	21948348	23	2,958333	93
21949134	21949187	27	2,074074	94
21962947	21963061	33	3,540540	109
21964034	21964079	17	2,705882	92
21966654	21966701	16	3,000000	51
21967236	21967363	65	2,015385	181
21967300	21967422	47	2,604167	156
21967305	21967378	23	3,107143	64
21967410	21967533	48	2,600000	153
21970210	21970238	15	1,933333	58
21972462	21972672	40	5,292683	343
21972556	21972623	23	3,166667	58
21977650	21977675	12	2,166667	52
21977890	21977929	12	3,333333	80
21977890	21977954	24	2,880000	68
21978692	21978730	18	2,222222	62
21978957	21979031	38	2,000000	143
21982486	21982541	27	2,074074	85
21987743	21987781	18	2,222222	53
21988320	21988359	2	20,000000	80
21988614	21988648	17	2,058824	70
21990967	21991009	22	1,954545	86
21995118	21995158	19	2,368421	54
22000200	22000230	2	15,500000	62
22001099	22001147	27	1,925926	68
22001715	22001747	2	17,000000	59
22002154	22002179	12	2,166667	52
22002439	22002480	23	1,956522	54
22002574	22002602	2	14,500000	58
22002781	22002828	12	3,928571	53
22002901	22002945	24	1,958333	67
22008581	22008631	12	4,071429	66
22008662	22008774	58	1,965517	147
22010890	22011007	63	1,968254	158
22012484	22012514	2	15,500000	62
22014428	22014462	16	2,187500	61
22017585	22017637	16	3,222222	61
22017942	22018123	49	3,692308	215
22018047	22018199	77	2,012987	220
22018097	22018149	26	2,038461	88
22018123	22018401	49	5,627451	344
22022273	22022315	17	2,588235	52
22022291	22022315	11	2,272727	50
22024340	22024529	66	2,897059	269
22034544	22034764	74	2,986486	406
22035465	22035585	63	1,936508	172
22045480	22045540	28	2,285714	83
22045480	22045532	15	3,388889	54
22045481	22045537	10	6,000000	50
22045483	22045516	16	2,187500	61
22045498	22045582	10	8,461538	86
22045498	22045582	29	2,823529	91
22045499	22045578	21	3,909091	85
22046205	22046354	74	2,027027	246
22047120	22047247	65	2,046154	167
22051155	22051193	20	2,000000	62
22051592	22051676	31	2,794118	88
22063858	22064084	102	2,278846	241
22064654	22064930	100	2,800000	271
22069542	22069771	104	2,278846	285
22071585	22071617	11	3,181818	52
22072616	22072656	20	2,050000	73
22073075	22073147	30	2,433333	110
22073754	22073791	20	1,900000	67
22075179	22075374	66	2,970149	331
22076587	22076802	93	2,344086	346
22076624	22076804	92	1,967391	353
22080744	22080773	15	2,000000	51
22083833	22083917	37	2,297297	161
22087225	22087275	22	2,409091	79
22088075	22088229	63	2,531250	176
22092969	22093035	29	2,433333	79
22092971	22093023	29	1,965517	78
22092972	22093030	28	2,206897	70
22093016	22093072	24	2,440000	73
22093124	22093159	3	12,333333	65
22093429	22093511	21	3,958333	91
22093436	22093496	18	3,125000	59
22093459	22093525	22	3,000000	82
22093466	22093545	29	2,774194	74
22094116	22094247	40	3,155555	201
22094129	22094261	45	3,066667	213
22095899	22095939	20	2,050000	82
22096609	22096642	15	2,400000	54
22096729	22096822	49	1,918367	152
22097107	22097137	15	2,066667	53
22098125	22098185	27	2,407408	67
22101123	22101151	15	2,000000	51
22107542	22107596	16	3,666667	57
22107546	22107581	18	2,000000	54
22107833	22107876	22	2,000000	79
22107948	22107974	2	13,500000	54
22109037	22109100	32	2,000000	128
22109042	22109097	17	3,411765	62
22111274	22111315	19	2,210526	75
22114338	22114531	95	2,041667	379
22114728	22114768	22	1,954545	59
22120135	22120170	3	12,000000	54
22120177	22120271	46	2,173913	110
22120177	22120271	22	4,307693	74
22120186	22120261	21	3,478261	71
22120278	22120334	3	19,000000	114
22120429	22120512	44	1,977273	102
22120489	22120532	18	2,578947	58
22120489	22120530	20	2,250000	54
22120489	22120532	17	2,578947	54
22120775	22120818	17	2,666667	56
22120876	22120932	29	2,068965	75
22121537	22121622	38	2,282051	102
22121580	22121689	49	2,326531	165
22123811	22123936	24	5,250000	198
22123824	22123934	12	9,230769	77
22124549	22124621	38	1,921053	137
22125302	22125369	22	3,086957	84
22125873	22125938	30	2,266667	109
22126873	22126932	24	2,583333	97
22127795	22127854	30	2,000000	84
22133087	22133223	42	3,348837	176
22133310	22133340	12	2,583333	53
22133322	22133432	44	2,533333	107
22133349	22133434	32	2,687500	100
22133408	22133456	8	6,125000	53
22133539	22133638	45	2,266667	123
22133560	22133592	13	2,692308	52
22133590	22133638	24	2,041667	89
22133596	22133651	12	4,666667	58
22133917	22133987	16	4,705883	53
22134479	22134516	6	6,333333	76
22135822	22135878	12	4,642857	60
22135832	22135952	26	4,468750	102
22135838	22135882	14	3,333333	51
22135978	22136055	41	1,951220	115
22135980	22136066	28	3,107143	93
22135980	22136052	28	2,607143	101
22135990	22136060	12	5,500000	52
22136118	22136179	24	2,640000	83
22136157	22136207	26	1,961538	66
22136213	22136305	16	5,823529	71
22136233	22136303	33	2,212121	92
22136237	22136298	16	3,882353	72
22136263	22136384	52	2,365385	156
22136305	22136436	12	10,625000	95
22136307	22136392	16	5,437500	84
22136317	22136412	48	2,020833	140
22136323	22136426	48	2,187500	138
22136323	22136435	59	1,915254	145
22136375	22136498	65	1,938462	153
22136448	22136508	16	3,812500	59
22136466	22136525	8	7,555555	50
22136641	22136808	20	8,428572	122
22136654	22136866	40	5,104167	156
22136690	22136880	44	4,312500	183
22136712	22136897	16	11,647058	131
22136730	22136886	28	5,361111	107
22137250	22137289	20	2,000000	62
22137538	22137590	21	2,500000	52
22137552	22137647	24	3,960000	93
22137554	22137647	12	7,714286	73
22137591	22137739	70	2,185714	162
22137603	22137741	56	2,482143	134
22137615	22137703	44	2,022727	106
22137655	22137713	12	4,916667	64
22137662	22137707	24	1,916667	74
22137857	22137881	12	2,083333	50
22137964	22138034	33	2,212121	83
22138073	22138149	42	1,928571	117
22138148	22138229	27	2,933333	74
22138179	22138255	28	2,758621	75
22138360	22138401	16	2,625000	57
22138882	22138938	4	14,250000	51
22139945	22140093	36	4,073171	142
22140081	22140173	16	5,500000	69
22140101	22140181	20	4,050000	81
22140155	22140219	32	2,031250	85
22140167	22140215	24	2,041667	71
22140206	22140275	32	2,187500	104
22140227	22140275	16	3,062500	53
22140270	22140343	37	2,054054	98
22140384	22140444	32	1,906250	86
22140460	22140524	28	2,321429	67
22140584	22140648	24	2,708333	76
22140633	22140722	4	22,400000	65
22140662	22140752	20	4,750000	73
22140694	22140820	44	2,888889	148
22142341	22142427	35	2,526316	90
22142379	22142427	20	2,450000	80
22142537	22142607	32	2,242424	90
22142817	22142849	16	2,062500	57
22143190	22143228	20	1,950000	51
22143246	22143371	58	2,172414	243
22143366	22143469	57	1,894737	153
22143398	22143436	18	2,166667	60
22143398	22143446	18	2,722222	62
22143528	22143590	28	2,250000	72
22143557	22143587	16	1,937500	53
22143588	22143977	173	2,254335	744
22144038	22144164	68	1,867647	164
22144086	22144140	16	3,437500	65
22144433	22144506	37	2,027027	105
22144433	22144525	37	2,540540	98
22144639	22144684	25	1,920000	69
22144876	22145187	12	25,923077	345
22144882	22144960	30	2,656250	90
22144890	22144932	16	2,687500	59
22144928	22144966	20	1,950000	60
22144950	22145191	4	60,400002	376
22145327	22145484	4	40,000000	196
22145492	22145532	20	2,050000	55
22145520	22145590	28	2,535714	88
22145584	22145638	20	2,750000	56
22145814	22145857	20	2,200000	70
22145819	22145849	16	1,937500	53
22145859	22145943	20	4,250000	89
22145895	22145955	16	3,812500	77
22149419	22149462	12	3,571429	56
22151036	22151149	58	2,000000	178
22152537	22152571	15	2,333333	61
22159100	22159146	18	2,650000	53
22163615	22163642	1	28,000000	56
22163637	22163731	48	1,979167	163
22163657	22163731	23	3,142857	57
22175665	22175725	32	1,906250	122
22175665	22175718	17	3,277778	51
22177101	22177147	25	1,920000	60
22177164	22177230	17	4,277778	76
22180308	22180338	2	15,500000	62
22180554	22180619	26	2,538461	132
22187373	22187399	12	2,250000	54
22188033	22188075	23	1,913043	70
22204383	22204517	65	2,169231	174
22207653	22207685	3	11,333333	59
22214427	22214473	19	2,650000	57
22215648	22215678	16	1,937500	53
22218993	22219028	15	2,466667	56
22224110	22224169	18	3,300000	61
22224948	22224986	17	2,294118	51
22231253	22231298	2	23,000000	83
22237801	22237882	40	2,050000	164
22238846	22238910	31	2,096774	112
22240328	22240374	24	2,041667	62
22241055	22241108	15	3,647059	51
22241289	22241319	16	1,937500	53
22243921	22248225	1366	3,165847	5873
22243969	22247006	692	4,407042	4403
22250386	22250618	117	2,017094	337
22257033	22257073	3	13,250000	64
22259469	22259509	20	2,050000	73
22260108	22260256	47	3,142857	163
22262813	22262838	12	2,166667	52
22263677	22263709	15	2,200000	57
22265627	22265656	14	2,142857	51
22268470	22268627	79	2,000000	280
22269317	22269774	235	2,000000	625
22270988	22271040	22	2,409091	97
22273181	22273221	15	2,733333	73
22273886	22273943	29	2,000000	116
22276216	22276437	68	3,294118	394
22276268	22276386	40	3,268293	120
22291104	22291146	22	1,954545	59
22291996	22292655	192	3,458763	1071
22294561	22294601	18	2,277778	73
22298443	22298471	15	2,000000	51
22304533	22304660	64	2,000000	220
22304919	22305013	34	2,600000	91
22304933	22305018	42	2,023256	163
22304933	22305001	22	3,208333	54
22305085	22305123	20	1,950000	78
22305687	22305764	3	26,000000	129
22306815	22306864	27	1,925926	77
22309072	22309114	20	2,150000	68
22309349	22309381	14	2,428571	50
22310498	22311344	191	4,456410	1332
22320284	22320374	30	3,030303	80
22321262	22321483	62	3,629032	315
22324193	22324231	19	2,052632	78
22335952	22335981	15	2,000000	60
22336347	22336374	2	14,000000	56
22336742	22336799	28	2,071429	80
22337701	22337754	22	2,545455	76
22340863	22340977	59	1,983051	180
22347508	22347707	98	2,040404	375
22354236	22354268	11	3,000000	57
22356762	22356831	3	23,333334	140
22359204	22359255	28	2,000000	67
22359306	22359473	24	6,962963	115
22359322	22359455	24	5,500000	148
22360576	22360619	24	1,916667	65
22364237	22364298	26	2,370370	97
22364342	22364372	1	31,000000	62
22364476	22364528	19	2,947368	85
22364479	22364528	1	50,000000	73
22367875	22367917	21	2,095238	52
22370749	22370825	3	25,666666	154
22377194	22377229	18	2,111111	58
22384224	22384259	15	2,400000	72
22387926	22387950	2	12,500000	50
22389352	22389387	19	1,947368	56
22389592	22389667	38	2,000000	125
22389756	22389866	3	37,000000	170
22400671	22400716	6	7,666667	56
22400671	22400710	12	3,333333	62
22400740	22400773	15	2,266667	50
22400803	22400830	2	14,000000	56
22403757	22403831	29	2,586207	150
22409242	22409314	38	2,000000	107
22409403	22409481	3	26,250000	133
22411088	22411126	19	2,157895	55
22411198	22411239	3	14,333333	77
22411268	22411363	32	3,125000	119
22442997	22443044	22	2,272727	73
22453370	22453416	16	3,000000	51
22453370	22453416	15	3,062500	58
22453370	22453416	22	2,181818	69
22453370	22453416	15	3,250000	55
22456715	22456762	22	2,272727	73
22459096	22459210	58	1,982759	203
22466206	22466281	3	25,333334	143
22471165	22471249	3	28,333334	161
22477867	22477900	2	17,000000	68
22484648	22484735	43	2,093023	108
22489298	22489394	42	2,309524	140
22490634	22490660	2	13,500000	54
22493209	22493257	15	3,400000	84
22493209	22493268	28	2,250000	99
22493213	22493279	29	2,379310	84
22493322	22493384	17	3,450000	72
22497220	22497306	35	2,485714	174
22498954	22498995	2	21,500000	77
22502803	22502832	15	2,000000	51
22506988	22507048	30	2,033333	113
22508097	22508149	16	3,235294	70
22510821	22510873	28	1,928571	72
22510862	22510941	33	2,529412	105
22511091	22511132	18	2,333333	66
22511730	22511755	13	2,000000	52
22511844	22511884	17	2,388889	73
22512595	22512682	44	2,000000	158
22514498	22514543	16	2,941176	51
22515153	22515215	32	1,968750	99
22518249	22518306	29	2,000000	107
22528260	22528333	37	2,000000	148
22532143	22532435	48	5,928571	354
22532143	22532435	100	2,961539	375
