ENTREZID,"GENENAME","SYMBOL","ONTOLOGY","GO","CHR"
101510147,"lysine-specific demethylase JMJ25-like","LOC101510147",NA,NA,"Ca4"
113786306,"uncharacterized LOC113786306","LOC113786306",NA,NA,"Ca4"
113786266,"uncharacterized LOC113786266","LOC113786266",NA,NA,"Ca4"
101492966,"uncharacterized LOC101492966","LOC101492966",NA,NA,"Ca4"
101510800,"lysine-specific demethylase JMJ25-like","LOC101510800","MF","GO:0008168","Ca4"
101510800,"lysine-specific demethylase JMJ25-like","LOC101510800","BP","GO:0032259","Ca4"
101511325,"50S ribosomal protein L18-like","LOC101511325","CC","GO:0005840","Ca4"
101511325,"50S ribosomal protein L18-like","LOC101511325","MF","GO:0003735","Ca4"
101511325,"50S ribosomal protein L18-like","LOC101511325","BP","GO:0006412","Ca4"
101511877,"CAX-interacting protein 4","LOC101511877","MF","GO:0003676","Ca4"
101511877,"CAX-interacting protein 4","LOC101511877","MF","GO:0008270","Ca4"
101512402,"WAT1-related protein At3g30340-like","LOC101512402","CC","GO:0016021","Ca4"
101512402,"WAT1-related protein At3g30340-like","LOC101512402","MF","GO:0022857","Ca4"
113786206,"uncharacterized LOC113786206","LOC113786206",NA,NA,"Ca4"
101512719,"E3 ubiquitin ligase BIG BROTHER-related","LOC101512719","MF","GO:0016874","Ca4"
101513599,"SNW/SKI-interacting protein A-like","LOC101513599",NA,NA,"Ca4"
113786316,"uncharacterized LOC113786316","LOC113786316",NA,NA,"Ca4"
101513271,"dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A","LOC101513271","CC","GO:0016021","Ca4"
101513271,"dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A","LOC101513271","MF","GO:0004576","Ca4"
101513271,"dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A","LOC101513271","BP","GO:0006486","Ca4"
101514261,"protein unc-13 homolog","LOC101514261",NA,NA,"Ca4"
113783927,"putative pentatricopeptide repeat-containing protein At5g08310, mitochondrial","LOC113783927",NA,NA,"Ca4"
101514262,"sugar transport protein 10","LOC101514262","CC","GO:0016021","Ca4"
101514262,"sugar transport protein 10","LOC101514262","MF","GO:0022857","Ca4"
101514262,"sugar transport protein 10","LOC101514262","BP","GO:0008643","Ca4"
101514576,"thioredoxin X, chloroplastic","LOC101514576","CC","GO:0005623","Ca4"
101514576,"thioredoxin X, chloroplastic","LOC101514576","MF","GO:0015035","Ca4"
101514576,"thioredoxin X, chloroplastic","LOC101514576","BP","GO:0045454","Ca4"
101514576,"thioredoxin X, chloroplastic","LOC101514576","BP","GO:0006662","Ca4"
101514900,"pentatricopeptide repeat-containing protein At3g59040","LOC101514900",NA,NA,"Ca4"
105851902,"E3 ubiquitin-protein ligase RING1-like","LOC105851902","MF","GO:0016874","Ca4"
105851902,"E3 ubiquitin-protein ligase RING1-like","LOC105851902","MF","GO:0061630","Ca4"
101515225,"uncharacterized LOC101515225","LOC101515225","CC","GO:0016021","Ca4"
113786320,"uncharacterized LOC113786320","LOC113786320",NA,NA,"Ca4"
101488304,"E2F-associated phosphoprotein","LOC101488304",NA,NA,"Ca4"
101488628,"probable prefoldin subunit 5","LOC101488628","CC","GO:0016272","Ca4"
101488628,"probable prefoldin subunit 5","LOC101488628","MF","GO:0051082","Ca4"
101488628,"probable prefoldin subunit 5","LOC101488628","BP","GO:0006457","Ca4"
101489414,"anthranilate synthase alpha subunit 2, chloroplastic-like","LOC101489414","MF","GO:0004049","Ca4"
101489414,"anthranilate synthase alpha subunit 2, chloroplastic-like","LOC101489414","BP","GO:0000162","Ca4"
101493300,"protein indeterminate-domain 7","LOC101493300","MF","GO:0003676","Ca4"
101489733,"dihydroorotate dehydrogenase (quinone), mitochondrial","LOC101489733","CC","GO:0005743","Ca4"
101489733,"dihydroorotate dehydrogenase (quinone), mitochondrial","LOC101489733","MF","GO:0004152","Ca4"
101489733,"dihydroorotate dehydrogenase (quinone), mitochondrial","LOC101489733","BP","GO:0006207","Ca4"
101489733,"dihydroorotate dehydrogenase (quinone), mitochondrial","LOC101489733","BP","GO:0044205","Ca4"
101490049,"myosin-1","LOC101490049","CC","GO:0016459","Ca4"
101490049,"myosin-1","LOC101490049","MF","GO:0051015","Ca4"
101490049,"myosin-1","LOC101490049","MF","GO:0005524","Ca4"
101490049,"myosin-1","LOC101490049","MF","GO:0003774","Ca4"
101490592,"FAD synthetase 1, chloroplastic","LOC101490592",NA,NA,"Ca4"
101490917,"cyclic pyranopterin monophosphate synthase, mitochondrial","LOC101490917","BP","GO:0006777","Ca4"
101491234,"transmembrane protein 53","LOC101491234","CC","GO:0016021","Ca4"
101491557,"F-box/LRR-repeat protein 20","LOC101491557",NA,NA,"Ca4"
101491865,"E3 ubiquitin-protein ligase CIP8","LOC101491865","MF","GO:0061630","Ca4"
101492201,"putative GEM-like protein 8","LOC101492201",NA,NA,"Ca4"
101492537,"GEM-like protein 4","LOC101492537",NA,NA,"Ca4"
101492867,"putative GEM-like protein 8","LOC101492867",NA,NA,"Ca4"
101493199,"putative GEM-like protein 8","LOC101493199",NA,NA,"Ca4"
101493515,"50S ribosomal protein L7/L12-like","LOC101493515","CC","GO:0005840","Ca4"
101493515,"50S ribosomal protein L7/L12-like","LOC101493515","MF","GO:0003735","Ca4"
101493515,"50S ribosomal protein L7/L12-like","LOC101493515","BP","GO:0006412","Ca4"
101493831,"calumenin","LOC101493831","CC","GO:0016021","Ca4"
101493831,"calumenin","LOC101493831","MF","GO:0005509","Ca4"
101494158,"aluminum-activated malate transporter 12-like","LOC101494158","CC","GO:0016021","Ca4"
101494158,"aluminum-activated malate transporter 12-like","LOC101494158","BP","GO:0015743","Ca4"
101494465,"probable glutathione S-transferase","LOC101494465","MF","GO:0016740","Ca4"
101493622,"heat stress transcription factor A-6a","HSFA6A","CC","GO:0005634","Ca4"
101493622,"heat stress transcription factor A-6a","HSFA6A","MF","GO:0003700","Ca4"
101493622,"heat stress transcription factor A-6a","HSFA6A","MF","GO:0043565","Ca4"
101494784,"protein ASPARTIC PROTEASE IN GUARD CELL 2","LOC101494784","MF","GO:0004190","Ca4"
101495115,"helicase-like transcription factor CHR28","LOC101495115","MF","GO:0005524","Ca4"
101495115,"helicase-like transcription factor CHR28","LOC101495115","MF","GO:0004386","Ca4"
101495443,"high mobility group B protein 7-like","LOC101495443","CC","GO:0005634","Ca4"
101495443,"high mobility group B protein 7-like","LOC101495443","MF","GO:0003677","Ca4"
101495980,"LRR receptor-like serine/threonine-protein kinase GSO1","LOC101495980","MF","GO:0016301","Ca4"
101496531,"protease 2","LOC101496531","MF","GO:0004252","Ca4"
101496531,"protease 2","LOC101496531","MF","GO:0070008","Ca4"
101496961,"thioredoxin-like fold domain-containing protein MRL7L, chloroplastic","LOC101496961",NA,NA,"Ca4"
101497292,"PIN2/TERF1-interacting telomerase inhibitor 1-like","LOC101497292","MF","GO:0003676","Ca4"
101497853,"uncharacterized LOC101497853","LOC101497853","CC","GO:0016021","Ca4"
101494572,"probable inactive protein kinase At3g63330","LOC101494572","MF","GO:0005524","Ca4"
101494572,"probable inactive protein kinase At3g63330","LOC101494572","MF","GO:0004672","Ca4"
101494572,"probable inactive protein kinase At3g63330","LOC101494572","MF","GO:0004722","Ca4"
101490387,"CASP-like protein 4C2","LOC101490387","CC","GO:0016021","Ca4"
101490387,"CASP-like protein 4C2","LOC101490387","CC","GO:0005886","Ca4"
113786166,"uncharacterized LOC113786166","LOC113786166",NA,NA,"Ca4"
113786444,"transfer RNA arginine (anticodon CCG)","TRNAR-CCG",NA,NA,"Ca4"
101490711,"methionine--tRNA ligase, chloroplastic/mitochondrial","LOC101490711","MF","GO:0005524","Ca4"
101490711,"methionine--tRNA ligase, chloroplastic/mitochondrial","LOC101490711","MF","GO:0004825","Ca4"
101490711,"methionine--tRNA ligase, chloroplastic/mitochondrial","LOC101490711","BP","GO:0006431","Ca4"
101491032,"elongator complex protein 1","LOC101491032","CC","GO:0005737","Ca4"
101491032,"elongator complex protein 1","LOC101491032","CC","GO:0033588","Ca4"
101491032,"elongator complex protein 1","LOC101491032","CC","GO:0005634","Ca4"
101491032,"elongator complex protein 1","LOC101491032","BP","GO:0002098","Ca4"
113786445,"transfer RNA cysteine (anticodon GCA)","TRNAC-GCA",NA,NA,"Ca4"
101491559,"WUSCHEL-related homeobox 8-like","LOC101491559","CC","GO:0005634","Ca4"
101491559,"WUSCHEL-related homeobox 8-like","LOC101491559","MF","GO:0003677","Ca4"
101491866,"ras-related protein RABE1c-like","LOC101491866","MF","GO:0005525","Ca4"
101491866,"ras-related protein RABE1c-like","LOC101491866","MF","GO:0003924","Ca4"
113786391,"U4 spliceosomal RNA","LOC113786391",NA,NA,"Ca4"
101492202,"2-oxoglutarate dehydrogenase, mitochondrial","LOC101492202","MF","GO:0004591","Ca4"
101492202,"2-oxoglutarate dehydrogenase, mitochondrial","LOC101492202","MF","GO:0030976","Ca4"
101492202,"2-oxoglutarate dehydrogenase, mitochondrial","LOC101492202","BP","GO:0006099","Ca4"
101492538,"zinc finger protein ZAT11-like","LOC101492538","MF","GO:0003676","Ca4"
105851903,"uncharacterized LOC105851903","LOC105851903","CC","GO:0016021","Ca4"
101493091,"protein ALP1-like","LOC101493091",NA,NA,"Ca4"
101493418,"uncharacterized LOC101493418","LOC101493418",NA,NA,"Ca4"
101493741,"nucleolin 2","LOC101493741","MF","GO:0003723","Ca4"
101493741,"nucleolin 2","LOC101493741","MF","GO:0008270","Ca4"
101494061,"F-box protein At2g39490","LOC101494061",NA,NA,"Ca4"
101494375,"aquaporin TIP1-3-like","LOC101494375","CC","GO:0016021","Ca4"
101494375,"aquaporin TIP1-3-like","LOC101494375","MF","GO:0015267","Ca4"
101494683,"photosynthetic NDH subunit of lumenal location 1, chloroplastic","LOC101494683","CC","GO:0019898","Ca4"
101494683,"photosynthetic NDH subunit of lumenal location 1, chloroplastic","LOC101494683","CC","GO:0009654","Ca4"
101494683,"photosynthetic NDH subunit of lumenal location 1, chloroplastic","LOC101494683","MF","GO:0005509","Ca4"
101494683,"photosynthetic NDH subunit of lumenal location 1, chloroplastic","LOC101494683","BP","GO:0015979","Ca4"
101495002,"ABC transporter B family member 20","LOC101495002","CC","GO:0016021","Ca4"
101495002,"ABC transporter B family member 20","LOC101495002","MF","GO:0005524","Ca4"
101495002,"ABC transporter B family member 20","LOC101495002","MF","GO:0016887","Ca4"
101495002,"ABC transporter B family member 20","LOC101495002","MF","GO:0042626","Ca4"
101505540,"uncharacterized LOC101505540","LOC101505540",NA,NA,"Ca4"
101506190,"uncharacterized LOC101506190","LOC101506190",NA,NA,"Ca4"
101495330,"protein EMSY-LIKE 3-like","LOC101495330","BP","GO:0050832","Ca4"
101495656,"beta-hexosaminidase 1-like","LOC101495656","MF","GO:0004563","Ca4"
101495656,"beta-hexosaminidase 1-like","LOC101495656","MF","GO:0102148","Ca4"
101495656,"beta-hexosaminidase 1-like","LOC101495656","BP","GO:0005975","Ca4"
101495981,"uncharacterized LOC101495981","LOC101495981",NA,NA,"Ca4"
101496317,"glutathione S-transferase DHAR2-like","LOC101496317","MF","GO:0016740","Ca4"
101496864,"COBW domain-containing protein 1-like","LOC101496864",NA,NA,"Ca4"
101506518,"dirigent protein 9","LOC101506518",NA,NA,"Ca4"
101497191,"dirigent protein 25-like","LOC101497191","CC","GO:0048046","Ca4"
101497519,"spliceosome-associated protein 130 A","LOC101497519","CC","GO:0005634","Ca4"
101497519,"spliceosome-associated protein 130 A","LOC101497519","MF","GO:0003676","Ca4"
101497855,"caffeoylshikimate esterase-like","LOC101497855",NA,NA,"Ca4"
101498169,"60S ribosomal protein L35","LOC101498169","CC","GO:0005840","Ca4"
101498169,"60S ribosomal protein L35","LOC101498169","MF","GO:0003735","Ca4"
101498169,"60S ribosomal protein L35","LOC101498169","BP","GO:0006412","Ca4"
101498497,"putative pectate lyase 21","LOC101498497","MF","GO:0046872","Ca4"
101498497,"putative pectate lyase 21","LOC101498497","MF","GO:0030570","Ca4"
101498497,"putative pectate lyase 21","LOC101498497","BP","GO:0045490","Ca4"
101494888,"ETO1-like protein 1","LOC101494888",NA,NA,"Ca4"
101499056,"3-ketoacyl-CoA synthase 19","LOC101499056","CC","GO:0016020","Ca4"
101499056,"3-ketoacyl-CoA synthase 19","LOC101499056","MF","GO:0016747","Ca4"
101499056,"3-ketoacyl-CoA synthase 19","LOC101499056","BP","GO:0006633","Ca4"
101499369,"probable protein phosphatase 2C 11","LOC101499369","MF","GO:0046872","Ca4"
101499369,"probable protein phosphatase 2C 11","LOC101499369","MF","GO:0004722","Ca4"
101497073,"uncharacterized LOC101497073","LOC101497073",NA,NA,"Ca4"
101499879,"ankyrin repeat-containing protein ITN1","LOC101499879","CC","GO:0016021","Ca4"
101507811,"probable membrane-associated kinase regulator 4","LOC101507811","CC","GO:0005886","Ca4"
101507811,"probable membrane-associated kinase regulator 4","LOC101507811","MF","GO:0016301","Ca4"
101507811,"probable membrane-associated kinase regulator 4","LOC101507811","MF","GO:0019210","Ca4"
101500218,"GRIP and coiled-coil domain-containing protein 2","LOC101500218",NA,NA,"Ca4"
101500746,"chalcone--flavonone isomerase 2","LOC101500746","MF","GO:0016872","Ca4"
101495859,"protein LIFEGUARD 2-like","LOC101495859","CC","GO:0016021","Ca4"
101508754,"uncharacterized LOC101508754","LOC101508754","CC","GO:0016021","Ca4"
101509400,"uncharacterized LOC101509400","LOC101509400",NA,NA,"Ca4"
101496186,"VAN3-binding protein","LOC101496186",NA,NA,"Ca4"
113786139,"uncharacterized LOC113786139","LOC113786139",NA,NA,"Ca4"
101496515,"uncharacterized LOC101496515","LOC101496515","MF","GO:0016491","Ca4"
101496848,"serine/threonine-protein kinase Nek4","LOC101496848","MF","GO:0005524","Ca4"
101496848,"serine/threonine-protein kinase Nek4","LOC101496848","MF","GO:0004672","Ca4"
105851907,"protein MAEA homolog","LOC105851907","BP","GO:0045721","Ca4"
101492204,"protein CLP1 homolog","LOC101492204","CC","GO:0005849","Ca4"
101492204,"protein CLP1 homolog","LOC101492204","MF","GO:0005524","Ca4"
101492204,"protein CLP1 homolog","LOC101492204","BP","GO:0031124","Ca4"
113786099,"uncharacterized LOC113786099","LOC113786099",NA,NA,"Ca4"
113786190,"uncharacterized LOC113786190","LOC113786190",NA,NA,"Ca4"
101510148,"myosin-10","LOC101510148",NA,NA,"Ca4"
101497174,"sulfate transporter 3.1","LOC101497174","CC","GO:0016021","Ca4"
101497174,"sulfate transporter 3.1","LOC101497174","MF","GO:0008271","Ca4"
101511121,"nitrilase-like protein 2","LOC101511121","BP","GO:0006807","Ca4"
101511427,"protoheme IX farnesyltransferase, mitochondrial","LOC101511427","CC","GO:0016021","Ca4"
101511427,"protoheme IX farnesyltransferase, mitochondrial","LOC101511427","MF","GO:0008495","Ca4"
101511427,"protoheme IX farnesyltransferase, mitochondrial","LOC101511427","BP","GO:0048034","Ca4"
101511760,"transketolase, chloroplastic","LOC101511760",NA,NA,"Ca4"
101512304,"protein trichome birefringence-like 1","LOC101512304","CC","GO:0016021","Ca4"
101512635,"formate--tetrahydrofolate ligase","LOC101512635",NA,NA,"Ca4"
101511655,"uncharacterized LOC101511655","LOC101511655","CC","GO:0016021","Ca4"
101511655,"uncharacterized LOC101511655","LOC101511655","MF","GO:0008270","Ca4"
101492540,"protein PHOTOSYSTEM I ASSEMBLY 2, chloroplastic","LOC101492540",NA,NA,"Ca4"
101512944,"high mobility group B protein 15","LOC101512944","CC","GO:0005634","Ca4"
101512944,"high mobility group B protein 15","LOC101512944","MF","GO:0003677","Ca4"
101497505,"protein NETWORKED 1D","LOC101497505","MF","GO:0003779","Ca4"
101514131,"casein kinase 1-like protein HD16","LOC101514131","MF","GO:0005524","Ca4"
101514131,"casein kinase 1-like protein HD16","LOC101514131","MF","GO:0004672","Ca4"
101514457,"leucine aminopeptidase","LOC101514457","MF","GO:0004177","Ca4"
101514457,"leucine aminopeptidase","LOC101514457","MF","GO:0008237","Ca4"
101514457,"leucine aminopeptidase","LOC101514457","MF","GO:0008270","Ca4"
101514782,"protein TONNEAU 1b-like","LOC101514782",NA,NA,"Ca4"
101515107,"probable protein phosphatase 2C 38","LOC101515107","MF","GO:0046872","Ca4"
101515107,"probable protein phosphatase 2C 38","LOC101515107","MF","GO:0004722","Ca4"
101515660,"protein IN2-1 homolog B-like","LOC101515660",NA,NA,"Ca4"
101488414,"cationic amino acid transporter 8, vacuolar","LOC101488414","CC","GO:0016021","Ca4"
101488414,"cationic amino acid transporter 8, vacuolar","LOC101488414","MF","GO:0022857","Ca4"
101488746,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase 2-like","LOC101488746","CC","GO:0016021","Ca4"
101488746,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase 2-like","LOC101488746","MF","GO:0008444","Ca4"
101488746,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase 2-like","LOC101488746","BP","GO:0008654","Ca4"
101489081,"TBC1 domain family member 8B-like","LOC101489081",NA,NA,"Ca4"
101489734,"probable plastid-lipid-associated protein 12, chloroplastic","LOC101489734",NA,NA,"Ca4"
101489415,"uncharacterized LOC101489415","LOC101489415",NA,NA,"Ca4"
101491033,"callose synthase 3","LOC101491033","CC","GO:0000148","Ca4"
101491033,"callose synthase 3","LOC101491033","CC","GO:0016021","Ca4"
101491033,"callose synthase 3","LOC101491033","MF","GO:0003843","Ca4"
101491033,"callose synthase 3","LOC101491033","BP","GO:0006075","Ca4"
101491347,"peroxisome biogenesis protein 12","LOC101491347","CC","GO:0005779","Ca4"
101491347,"peroxisome biogenesis protein 12","LOC101491347","MF","GO:0008022","Ca4"
101491347,"peroxisome biogenesis protein 12","LOC101491347","MF","GO:0008270","Ca4"
101491347,"peroxisome biogenesis protein 12","LOC101491347","BP","GO:0006625","Ca4"
101492868,"callose synthase 9","LOC101492868","CC","GO:0000148","Ca4"
101492868,"callose synthase 9","LOC101492868","CC","GO:0016021","Ca4"
101492868,"callose synthase 9","LOC101492868","MF","GO:0003843","Ca4"
101492868,"callose synthase 9","LOC101492868","BP","GO:0006075","Ca4"
101497841,"methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial","LOC101497841","MF","GO:0005524","Ca4"
101497841,"methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial","LOC101497841","MF","GO:0016874","Ca4"
101497841,"methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial","LOC101497841","MF","GO:0046872","Ca4"
113786324,"uncharacterized LOC113786324","LOC113786324",NA,NA,"Ca4"
101498832,"uncharacterized LOC101498832","LOC101498832",NA,NA,"Ca4"
113786371,"uncharacterized LOC113786371","LOC113786371",NA,NA,"Ca4"
101493420,"nucleolar complex protein 2 homolog","LOC101493420",NA,NA,"Ca4"
101494159,"2-isopropylmalate synthase 2, chloroplastic-like","LOC101494159",NA,NA,"Ca4"
